pangea_id	Mean_Date [YY/MM/DD hh:mm]*	Mean_Lat*	Mean_Long*	Mean_Depth [m]*	Mean_Temperature [deg C]*	Mean_Salinity [PSU]*	Mean_Oxygen [umol/kg]*	Mean_Nitrates[umol/L]*	NO2 [umol/L]**	PO4 [umol/L]**	NO2NO3 [umol/L]**	SI [umol/L]**	AMODIS:PAR8d,Einsteins/m-2/d-1	Okubo-Weiss	Lyapunov_exp.	grad_SST_adv	retention	Mean Depth MLD Sigma [m]*	Mean Depth Max Fluo [m]*	Mean Depth Max N2 [m]*	Mean Depth Max O2 [m]*	Mean Depth Min O2 [m]*	Mean Depth Nitracline [m]*	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC - heterotrophs [cells/mL]	FC - autotrophs [cells/mL]	FC - bacteria [cells/mL]	FC - picoeukaryotes [cells/mL]	minimum generation time [h]	sample	INSDC sample accession number(s)	INSDC run accession number(s)	Corresponding nucleotides data published at ENA	PANGAEA sample identifier	Corresponding contextual data published at PANGAEA	Station identifier [TARA_station#]	Date/Time [yyyy-mm-ddThh:mm]	lat	lon	Sampling depth [m]	Environmental Feature	Size fraction lower threshold [micrometre]	Size fraction upper threshold [micrometre]	Marine pelagic biomes (Longhurst 2007)	region	Marine pelagic biomes  (Longhurst 2007) [MRGID registered at www.marineregions.com]	level
TARA_A100001035	01/11/2010 07:27 AM	23.36	37.22	5.4	25.8	39.7	188.4	-0.5	0.01	0.02	0	0.87	24.7	NA	0	NA	0	35	80	142	28	287	231	2142	348	2996	2934	6.32	7.04	13296	0.742	444313	206786	651100	1437	14	TARA_032_SRF_0.22-1.6	ERS488569	ERR599041|ERR599116|ERR599155	http://www.ebi.ac.uk/ena/data/view/ERR599041,ERR599116,ERR599155	TARA_A100001035	http://www.pangaea.de/search?All&q=TARA_A100001035	TARA_032	2010-01-11 07:21:00	23.36	37.2183	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Coastal Biome	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	SRF
TARA_A100001234	01/13/2010 08:00 AM	21.98	38.24	5.4	27.3	38.9	182.8	0	0	0.05	0	1.15	34.1	NA	0	NA	0	27	53	79	33	248	172	2143	354	2993	2927	6.47	7.16	13578	0.753	556091	215346	771437	4410	11	TARA_033_SRF_0.22-1.6	ERS488621	ERR599049|ERR599134	http://www.ebi.ac.uk/ena/data/view/ERR599049,ERR599134	TARA_A100001234	http://www.pangaea.de/search?All&q=TARA_A100001234	TARA_033	2010-01-13 07:16:00	21.9467	38.2517	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Coastal Biome	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	SRF
TARA_B100000029	01/20/2010 07:44 AM	18.4	39.86	60.1	27.6	38.9	175.4	0.1	0.27	0.09	0.64	1.35	35.4	NA	0	0.67	0	26	43	78	28	217	149	3330	532	4936	4776	6.46	7.19	17914	0.734	NA	16783	16783	99	13	TARA_034_DCM_0.22-1.6	ERS488685	ERR598975|ERR599111	http://www.ebi.ac.uk/ena/data/view/ERR598975,ERR599111	TARA_B100000029	http://www.pangaea.de/search?All&q=TARA_B100000029	TARA_034	2010-01-20 11:50:00	18.4417	39.8567	60	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Coastal Biome	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	DCM
TARA_B100000003	01/20/2010 04:50 AM	18.4	39.88	5.4	27.6	38.6	184.1	-0.9	0.02	0.19	0.03	3.91	35.4	NA	0	0.67	0	26	43	78	28	217	149	2230	371	3191	3120	6.51	7.15	14190	0.748	480515	104486	585001	6442	11	TARA_034_SRF_0.22-1.6	ERS488649	ERR598959|ERR598991	http://www.ebi.ac.uk/ena/data/view/ERR598959,ERR598991	TARA_B100000003	http://www.pangaea.de/search?All&q=TARA_B100000003	TARA_034	2010-01-20 04:27:00	18.3967	39.875	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Coastal Biome	(RS) Red Sea [MRGID:4264]	(REDS) Red Sea, Persian Gulf Province [MRGID:21474]	SRF
TARA_B100000035	03/12/2010 10:34 AM	20.82	63.51	17.4	25.4	36.5	211.6	0.4	0.51	0.51	2.08	1.79	41.8	-0.03	0.07	0.23	18.83	7	21	23	28	378	88	2495	397	3653	3555	6.49	7.13	13952	0.747	NA	NA	NA	NA	13	TARA_036_DCM_0.22-1.6	ERS488747	ERR598974|ERR599028	http://www.ebi.ac.uk/ena/data/view/ERR598974,ERR599028	TARA_B100000035	http://www.pangaea.de/search?All&q=TARA_B100000035	TARA_036	2010-03-12 12:23:00	20.8222	63.5133	17	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(ARAB) Northwest Arabian Sea Upwelling Province [MRGID:21475]	DCM
TARA_Y100000022	03/12/2010 06:19 AM	20.82	63.5	5.5	25.6	36.5	210.9	NA	0.05	0.37	0.13	1.2	42.5	-0.03	0.07	0.23	18.83	7	21	23	28	378	88	2162	342	3048	2967	6.41	7.12	12504	0.754	2216959	231702	2448661	4807	12	TARA_036_SRF_0.22-1.6	ERS488714	ERR598966|ERR599143	http://www.ebi.ac.uk/ena/data/view/ERR598966,ERR599143	TARA_Y100000022	http://www.pangaea.de/search?All&q=TARA_Y100000022	TARA_036	2010-03-12 06:06:00	20.8183	63.5047	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(ARAB) Northwest Arabian Sea Upwelling Province [MRGID:21475]	SRF
TARA_B100000315	03/13/2010 10:55 AM	20.83	63.61	595.1	12.1	35.7	1.6	31.8	0.07	2.91	30.52	54.48	40.3	NA	NA	NA	NA	7	29	22	28	568	100	3128	518	5107	5011	5.59	7.21	16833	0.741	174925	0	174925	0	41	TARA_037_MES_0.22-1.6	ERS488769	ERR599031|ERR599062	http://www.ebi.ac.uk/ena/data/view/ERR599031,ERR599062	TARA_B100000315	http://www.pangaea.de/search?All&q=TARA_B100000315	TARA_037	2010-03-12 17:08:47	20.8457	63.5851	600	(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	0.22	1.6	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(ARAB) Northwest Arabian Sea Upwelling Province [MRGID:21475]	MES
TARA_B100000073	03/15/2010 09:32 AM	19.03	64.62	25.3	25.5	NA	154.7	1.2	0.7	0.42	1.86	1.63	46	0.01	0.07	0.16	1.08	11	32	108	32	487	123	2354	383	3314	3235	6.47	7.17	14995	0.745	1963051	279788	2242839	11930	9	TARA_038_DCM_0.22-1.6	ERS488830	ERR598949|ERR599082	http://www.ebi.ac.uk/ena/data/view/ERR598949,ERR599082	TARA_B100000073	http://www.pangaea.de/search?All&q=TARA_B100000073	TARA_038	2010-03-15 11:18:00	19.0284	64.5126	25	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	DCM
TARA_Y100000294	03/16/2010 10:05 AM	19.01	64.57	337.7	15	36	2.4	22.4	0.69	2.64	23.43	38.94	47.7	0.01	0.07	0.16	1.08	11	32	108	32	487	123	2840	476	4587	4553	5.77	7.18	16980	0.738	609896	0	609896	0	46	TARA_038_MES_0.22-1.6	ERS488849	ERR599109|ERR599167	http://www.ebi.ac.uk/ena/data/view/ERR599109,ERR599167	TARA_Y100000294	http://www.pangaea.de/search?All&q=TARA_Y100000294	TARA_038	2010-03-16 06:13:30	19.0351	64.5638	340	(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	MES
TARA_Y100000287	03/15/2010 03:44 AM	19.04	64.49	5.5	26.2	36.6	199.9	0.9	0.01	0.32	0.06	1.18	47.7	0.01	0.07	0.16	1.08	11	32	108	32	487	123	2197	354	2935	2883	6.55	7.14	13741	0.749	1626279	285872	1912151	8040	11	TARA_038_SRF_0.22-1.6	ERS488799	ERR599102|ERR599158	http://www.ebi.ac.uk/ena/data/view/ERR599102,ERR599158	TARA_Y100000287	http://www.pangaea.de/search?All&q=TARA_Y100000287	TARA_038	2010-03-15 03:35:00	19.0393	64.4913	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	SRF
TARA_B100000085	03/18/2010 09:52 AM	18.57	66.49	25.3	26.8	36.3	193	-0.6	0.02	0.26	0.09	1.28	45.9	0.33	0.03	1.63	2.14	9	35	83	29	555	115	2238	362	3181	3049	6.51	7.14	14680	0.744	703226	246739	949965	6045	11	TARA_039_DCM_0.22-1.6	ERS488916	ERR599145	http://www.ebi.ac.uk/ena/data/view/ERR599145	TARA_B100000085	http://www.pangaea.de/search?All&q=TARA_B100000085	TARA_039	2010-03-18 11:33:00	18.5839	66.4727	25	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	DCM
TARA_Y100000031	03/20/2010 09:36 AM	18.72	66.36	268.2	15.6	35.9	2.3	19.6	2.07	2.64	21.22	38.62	48.6	0.33	0.03	1.63	2.14	9	35	83	29	555	115	3024	513	5017	4988	5.49	7.22	17308	0.739	972004	0	972004	0	46	TARA_039_MES_0.22-1.6	ERS488936	ERR599037|ERR599172	http://www.ebi.ac.uk/ena/data/view/ERR599037,ERR599172	TARA_Y100000031	http://www.pangaea.de/search?All&q=TARA_Y100000031	TARA_039	2010-03-20 08:15:28	18.7341	66.3896	270	(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	MES
TARA_X000000368	09/15/2009 04:45 PM	36.57	-6.54	38.7	16.2	36.6	NA	NA	NA	NA	NA	NA	37.6	0.01	0.02	NA	0	4	38	18	NA	NA	NA	3055	451	4174	4030	6.85	7.16	14607	0.747	1226212	56383	1282596	6890	11	TARA_004_DCM_0.22-1.6	ERS487936	ERR598950|ERR599095	http://www.ebi.ac.uk/ena/data/view/ERR598950,ERR599095	TARA_X000000368	http://www.pangaea.de/search?All&q=TARA_X000000368	TARA_004	2009-09-15 18:00:00	36.5533	-6.5669	40	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	DCM
TARA_Y200000002	09/15/2009 10:15 AM	36.55	-6.57	10	20.5	36.6	NA	NA	NA	NA	NA	NA	39.9	0.01	0.02	NA	0	4	38	18	NA	NA	NA	2718	406	3763	3680	6.64	7.15	14591	0.745	839531	54593	894124	1222	15	TARA_004_SRF_0.22-1.6	ERS487899	ERR598955|ERR599003	http://www.ebi.ac.uk/ena/data/view/ERR598955,ERR599003	TARA_Y200000002	http://www.pangaea.de/search?All&q=TARA_Y200000002	TARA_004	2009-09-15 11:30:00	36.5533	-6.5669	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]	SRF
TARA_B100000287	03/30/2010 08:46 AM	14.56	70.01	58.2	27.1	36.5	148.3	-0.2	0.07	0.34	0.49	1.38	48.5	-0.16	0.03	0.43	21.64	5	65	57	30	422	75	2654	416	3901	3804	6.45	7.12	16485	0.733	491755	123011	614766	4463	11	TARA_041_DCM_0.22-1.6	ERS489074	ERR598977|ERR599053	http://www.ebi.ac.uk/ena/data/view/ERR598977,ERR599053	TARA_B100000287	http://www.pangaea.de/search?All&q=TARA_B100000287	TARA_041	2010-03-30 10:56:00	14.5536	70.0128	60	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	DCM
TARA_B100000282	03/30/2010 02:56 AM	14.6	69.98	5.5	29.1	36	187.4	-1.3	0	0.14	0.09	1.47	47.6	-0.16	0.03	0.43	21.64	5	65	57	30	422	75	2520	407	3964	3812	6.56	7.1	16594	0.731	491899	249308	741207	818	14	TARA_041_SRF_0.22-1.6	ERS489043	ERR599011|ERR599074	http://www.ebi.ac.uk/ena/data/view/ERR599011,ERR599074	TARA_B100000282	http://www.pangaea.de/search?All&q=TARA_B100000282	TARA_041	2010-03-30 02:47:00	14.6059	69.9776	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	SRF
TARA_B100000131	04/04/2010 09:05 AM	6	73.9	79	27.7	35.1	132.8	0.6	0.15	0.34	1.39	3.2	41.6	-0.03	0.04	NA	7.06	21	76	103	32	168	85	2545	407	3879	3662	6.47	7.11	15301	0.738	NA	29694	29694	1333	12	TARA_042_DCM_0.22-1.6	ERS489134	ERR599013|ERR599130	http://www.ebi.ac.uk/ena/data/view/ERR599013,ERR599130	TARA_B100000131	http://www.pangaea.de/search?All&q=TARA_B100000131	TARA_042	2010-04-04 09:50:00	5.9998	73.9067	80	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	DCM
TARA_B100000123	04/04/2010 03:13 AM	6.03	73.89	5.4	30	34.6	189.3	-1.5	0	0.08	0.03	2.21	51.7	-0.03	0.04	NA	7.06	21	76	103	32	168	85	2331	388	3665	3569	6.51	7.09	15541	0.735	808564	188746	997310	909	14	TARA_042_SRF_0.22-1.6	ERS489087	ERR599075|ERR599141	http://www.ebi.ac.uk/ena/data/view/ERR599075,ERR599141	TARA_B100000123	http://www.pangaea.de/search?All&q=TARA_B100000123	TARA_042	2010-04-04 02:47:00	6.0001	73.8955	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	SRF
TARA_B100000161	04/13/2010 03:21 AM	0	71.64	5.5	30.5	35.1	185.2	2.6	0.02	1.94	28.64	15.14	33.9	0.01	0	NA	0	14	48	47	28	869	132	2154	359	3345	3226	6.3	7.06	14553	0.736	393599	305984	699583	818	13	TARA_045_SRF_0.22-1.6	ERS489236	ERR599045|ERR599054	http://www.ebi.ac.uk/ena/data/view/ERR599045,ERR599054	TARA_B100000161	http://www.pangaea.de/search?All&q=TARA_B100000161	TARA_045	2010-04-13 03:21:00	0.0033	71.6428	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(MONS) Indian Monsoon Gyres Province [MRGID:21471]	SRF
TARA_B100000242	04/19/2010 07:54 AM	-9.39	66.42	5.4	29.8	34.2	187.3	-2.2	0.01	0.08	0.06	2.12	43.4	-0.07	0.05	1.99	6.19	17	59	30	28	111	61	1998	331	3066	2983	6.31	7.06	13177	0.744	313030	148147	461176	566	13	TARA_048_SRF_0.22-1.6	ERS489315	ERR599019|ERR599138	http://www.ebi.ac.uk/ena/data/view/ERR599019,ERR599138	TARA_B100000242	http://www.pangaea.de/search?All&q=TARA_B100000242	TARA_048	2010-04-19 07:56:00	-9.3921	66.4228	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(ISSG) Indian South Subtropical Gyre Province [MRGID:21472]	SRF
TARA_B100000214	05/17/2010 03:34 PM	-16.96	54.01	79	24.9	34.9	192.6	0.2	0.03	0.18	0.47	3.22	33.4	0.47	0.05	1.77	0	47	71	69	333	441	148	2558	398	3632	3553	6.65	7.11	15564	0.737	393152	153771	546924	3775	13	TARA_052_DCM_0.22-1.6	ERS489585	ERR599002|ERR599016	http://www.ebi.ac.uk/ena/data/view/ERR599002,ERR599016	TARA_B100000214	http://www.pangaea.de/search?All&q=TARA_B100000214	TARA_052	2010-05-17 11:42:00	-16.9534	53.9601	75	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(ISSG) Indian South Subtropical Gyre Province [MRGID:21472]	DCM
TARA_B100000212	05/17/2010 03:56 AM	-16.96	53.99	5.5	27.9	34.6	191.7	NA	0	0.12	0	2.67	33.9	0.47	0.05	1.77	0	47	71	69	333	441	148	2127	349	3096	3016	6.26	7.08	14573	0.739	425006	206037	631044	3913	15	TARA_052_SRF_0.22-1.6	ERS489529	ERR599098|ERR599139	http://www.ebi.ac.uk/ena/data/view/ERR599098,ERR599139	TARA_B100000212	http://www.pangaea.de/search?All&q=TARA_B100000212	TARA_052	2010-05-17 04:10:00	-16.957	53.9801	5	(SRF) surface water layer (ENVO:00002042)	0.22	1.6	Trades Biome	(IO) Indian Ocean [MRGID:1904]	(ISSG) Indian South Subtropical Gyre Province [MRGID:21472]	SRF
TARA_B100000378	06/26/2010 07:12 AM	-15.34	43.29	989.6	6.2	34.8	88.2	NA	NA	NA	NA	NA	37.6	NA	NA	NA	NA	80	86	88	32	994	NA	4209	624	6418	6273	6.93	7.37	20380	0.743	29861	0	29861	0	26	TARA_056_MES_0.22-3	ERS489727	ERR599112	http://www.ebi.ac.uk/ena/data/view/ERR599112	TARA_B100000378	http://www.pangaea.de/search?All&q=TARA_B100000378	TARA_056	2010-06-26 07:12:30	-15.3379	43.2948	1000	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	MES
TARA_B000000609	06/26/2010 07:12 AM	-15.34	43.29	5.5	27.3	35	193.1	NA	NA	NA	NA	NA	37.6	NA	NA	NA	NA	80	86	88	32	994	NA	2407	401	3652	3472	6.52	7.08	13543	0.744	409420	207207	616626	634	13	TARA_056_SRF_0.22-3	ERS489712	ERR599057	http://www.ebi.ac.uk/ena/data/view/ERR599057	TARA_B000000609	http://www.pangaea.de/search?All&q=TARA_B000000609	TARA_056	2010-06-26 07:05:00	-15.3424	43.2965	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	SRF
TARA_B000000565	06/27/2010 12:07 PM	-17.02	42.74	5.6	27	35.1	190.1	NA	0.02	0	0	2.81	25.1	NA	NA	NA	NA	14	17	11	17	4	NA	2548	414	4102	3913	6.57	7.15	14117	0.749	NA	NA	NA	NA	10	TARA_057_SRF_0.22-3	ERS489733	ERR599058	http://www.ebi.ac.uk/ena/data/view/ERR599058	TARA_B000000565	http://www.pangaea.de/search?All&q=TARA_B000000565	TARA_057	2010-06-27 12:05:00	-17.0248	42.7401	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	SRF
TARA_B000000557	06/29/2010 01:12 PM	-17.32	42.29	67.1	25.3	35.2	185	0.8	0.03	0	0.06	2.51	29.2	0.21	0.33	NA	0	17	69	79	34	825	93	2496	397	3562	3484	6.64	7.12	15238	0.74	659427	233917	893344	2606	13	TARA_058_DCM_0.22-3	ERS489846	ERR599026	http://www.ebi.ac.uk/ena/data/view/ERR599026	TARA_B000000557	http://www.pangaea.de/search?All&q=TARA_B000000557	TARA_058	2010-06-29 15:00:00	-17.2855	42.2866	66	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	DCM
TARA_B000000532	07/02/2010 10:17 AM	-21.38	39.56	5.4	25.1	35.3	199.9	-0.2	NA	NA	NA	NA	28.9	NA	NA	NA	NA	67	74	76	407	934	92	2348	377	3427	3298	6.64	7.11	13750	0.746	371432	149622	521054	1949	12	TARA_062_SRF_0.22-3	ERS489877	ERR599012	http://www.ebi.ac.uk/ena/data/view/ERR599012	TARA_B000000532	http://www.pangaea.de/search?All&q=TARA_B000000532	TARA_062	2010-07-03 08:09:00	-22.3368	40.3412	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	SRF
TARA_B100000405	07/08/2010 05:19 AM	-29.54	37.94	63.6	22.3	35.3	207.4	-0.1	0	0.08	0.02	1.75	15.4	0.52	0.08	1.5	1.28	71	52	161	609	562	424	2541	404	3452	3366	6.64	7.16	16260	0.739	480670	197050	677720	7162	9	TARA_064_DCM_0.22-3	ERS490002	ERR598972|ERR599023|ERR599025	http://www.ebi.ac.uk/ena/data/view/ERR598972,ERR599023,ERR599025	TARA_B100000405	http://www.pangaea.de/search?All&q=TARA_B100000405	TARA_064	2010-07-08 06:21:00	-29.5333	37.9117	65	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	DCM
TARA_B100000408	07/07/2010 01:29 PM	-29.51	37.94	990.8	7.7	34.6	193	NA	0	1.12	15.24	5.89	14.6	0.52	0.08	1.5	1.28	71	52	161	609	562	424	3640	572	6277	6068	6.79	7.18	19651	0.726	39746	0	39746	0	24	TARA_064_MES_0.22-3	ERS489987	ERR599021|ERR599164	http://www.ebi.ac.uk/ena/data/view/ERR599021,ERR599164	TARA_B100000408	http://www.pangaea.de/search?All&q=TARA_B100000408	TARA_064	2010-07-07 12:13:35	-29.5046	37.9599	1000	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	MES
TARA_B100000401	07/07/2010 04:56 AM	-29.5	37.99	5.5	22.2	35.3	210	NA	0	0.08	0	1.77	15	0.52	0.08	1.5	1.28	71	52	161	609	562	424	2328	363	3176	3044	6.56	7.1	13216	0.748	570751	403151	973902	7078	11	TARA_064_SRF_0.22-3	ERS489917	ERR598970|ERR599088|ERR599150	http://www.ebi.ac.uk/ena/data/view/ERR598970,ERR599088,ERR599150	TARA_B100000401	http://www.pangaea.de/search?All&q=TARA_B100000401	TARA_064	2010-07-07 04:48:00	-29.5019	37.9889	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	SRF
TARA_B000000441	07/12/2010 11:25 AM	-35.25	26.31	28.7	21.8	NA	206.4	NA	NA	NA	NA	NA	10.4	1.83	0.11	0.73	1.08	47	26	89	416	675	NA	3402	530	5405	5221	6.8	7.21	18416	0.734	521106	64001	585107	6166	12	TARA_065_DCM_0.22-3	ERS490085	ERR598990|ERR599018|ERR599110	http://www.ebi.ac.uk/ena/data/view/ERR598990,ERR599018,ERR599110	TARA_B000000441	http://www.pangaea.de/search?All&q=TARA_B000000441	TARA_065	2010-07-12 11:03:22	-35.2421	26.3048	30	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	DCM
TARA_B000000460	07/12/2010 10:31 AM	-35.23	26.33	842.2	8.4	34.7	198	NA	NA	NA	NA	NA	10.4	1.83	0.11	0.73	1.08	47	26	89	416	675	NA	3725	585	6265	6195	6.79	7.21	19527	0.729	43105	0	43105	0	26	TARA_065_MES_0.22-3	ERS490065	ERR598960|ERR599034	http://www.ebi.ac.uk/ena/data/view/ERR598960,ERR599034	TARA_B000000460	http://www.pangaea.de/search?All&q=TARA_B000000460	TARA_065	2010-07-12 06:46:23	-35.1889	26.2905	850	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	MES
TARA_B000000437	07/12/2010 06:46 AM	-35.19	26.29	5.9	21.8	35.4	207	NA	NA	NA	NA	NA	9.2	1.83	0.11	0.73	1.08	47	26	89	416	675	NA	2521	399	3386	3306	6.6	7.13	13735	0.748	538371	66905	605276	6590	12	TARA_065_SRF_0.22-3	ERS490029	ERR598979|ERR599146	http://www.ebi.ac.uk/ena/data/view/ERR598979,ERR599146	TARA_B000000437	http://www.pangaea.de/search?All&q=TARA_B000000437	TARA_065	2010-07-12 05:59:00	-35.1728	26.2868	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(IO) Indian Ocean [MRGID:1904]	(EAFR) Eastern Africa Coastal Province [MRGID:21473]	SRF
TARA_B000000477	07/15/2010 04:32 PM	-34.89	18.07	28.6	15	35.3	240.4	NA	0.26	0.37	3.23	2.47	13.1	0.01	0.05	NA	0	90	22	104	29	433	106	2942	432	3902	3806	6.66	7.14	14522	0.745	526353	36479	562832	12356	11	TARA_066_DCM_0.22-3	ERS490163	ERR598982|ERR599107	http://www.ebi.ac.uk/ena/data/view/ERR598982,ERR599107	TARA_B000000477	http://www.pangaea.de/search?All&q=TARA_B000000477	TARA_066	2010-07-15 15:36:10	-34.8901	18.0459	30	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	(SAO) South Atlantic Ocean [MRGID:1914]	(BENG) Benguela Current Coastal Province [MRGID:21470]	DCM
TARA_B000000475	07/15/2010 12:26 PM	-34.94	17.94	5.4	15	35.3	238.9	2.5	0.3	0.34	3.34	2.74	14.3	0.01	0.05	NA	0	90	22	104	29	433	106	2866	417	3801	3672	6.65	7.13	13082	0.752	564191	32703	596894	15397	11	TARA_066_SRF_0.22-3	ERS490124	ERR598973|ERR599068|ERR599173	http://www.ebi.ac.uk/ena/data/view/ERR598973,ERR599068,ERR599173	TARA_B000000475	http://www.pangaea.de/search?All&q=TARA_B000000475	TARA_066	2010-07-15 12:22:00	-34.9449	17.9189	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(SAO) South Atlantic Ocean [MRGID:1914]	(BENG) Benguela Current Coastal Province [MRGID:21470]	SRF
TARA_B100000497	09/07/2010 06:35 AM	-32.23	17.71	5.5	12.8	34.8	249.4	0.4	0.17	1.02	7.09	13.88	37.7	0.04	0.14	NA	1.11	12	10	25	56	101	37	3445	490	4879	4765	6.92	7.23	14423	0.755	1840174	113647	1953821	46597	13	TARA_067_SRF_0.22-3	ERS490183	ERR598994|ERR599144	http://www.ebi.ac.uk/ena/data/view/ERR598994,ERR599144	TARA_B100000497	http://www.pangaea.de/search?All&q=TARA_B100000497	TARA_067	2010-09-07 06:19:00	-32.2401	17.7103	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome	(SAO) South Atlantic Ocean [MRGID:1914]	(BENG) Benguela Current Coastal Province [MRGID:21470]	SRF
